Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Screen_Time_Level,Exceeded_Limit,Health_Risk_Flag
16,Female,5.26,TV,True,0.5,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
12,Male,4.23,Smartphone,True,0.35,Poor Sleep,Urban,10–13,High,True,True
14,Male,5.01,Tablet,True,0.37,Poor Sleep,Urban,14–18,High,True,True
12,Female,4.24,Smartphone,True,0.41,Poor Sleep,Urban,10–13,High,True,True
14,Male,4.76,Smartphone,True,0.43,Poor Sleep,Urban,14–18,High,True,True
8,Female,4.23,Smartphone,True,0.57,"Poor Sleep, Obesity Risk",Urban,0–9,High,True,True
10,Male,4.51,TV,True,0.48,Poor Sleep,Rural,10–13,High,True,True
18,Male,5.0,Tablet,True,0.49,Poor Sleep,Urban,14–18,High,True,True
9,Female,4.48,Smartphone,True,0.55,"Eye Strain, Anxiety, Obesity Risk",Rural,0–9,High,True,True
14,Female,3.63,Tablet,True,0.36,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
17,Male,3.71,Tablet,True,0.48,"Eye Strain, Anxiety",Urban,14–18,Moderate,False,False
9,Male,8.48,Smartphone,True,0.45,Poor Sleep,Urban,0–9,Very High,True,True
11,Male,3.97,Laptop,True,0.3,Poor Sleep,Rural,10–13,Moderate,False,False
15,Female,4.44,TV,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
17,Male,4.46,Smartphone,True,0.31,Poor Sleep,Urban,14–18,High,True,True
11,Male,4.76,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
11,Male,3.6,TV,True,0.4,Eye Strain,Rural,10–13,Moderate,False,False
10,Female,7.16,TV,True,0.48,Poor Sleep,Urban,10–13,Very High,True,True
12,Male,3.45,Smartphone,True,0.44,Eye Strain,Rural,10–13,Moderate,False,False
16,Female,4.44,Laptop,True,0.34,Poor Sleep,Urban,14–18,High,True,True
15,Female,3.34,Laptop,True,0.31,Poor Sleep,Rural,14–18,Moderate,False,False
15,Female,6.75,Smartphone,True,0.31,Obesity Risk,Rural,14–18,Very High,True,True
14,Female,5.37,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Rural,14–18,High,True,True
18,Female,4.14,TV,True,0.49,Poor Sleep,Urban,14–18,High,True,True
15,Female,5.5,TV,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,14–18,High,True,True
15,Male,3.74,Smartphone,True,0.36,Obesity Risk,Rural,14–18,Moderate,False,False
17,Male,6.68,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,Very High,True,True
14,Male,3.08,Smartphone,True,0.35,Eye Strain,Rural,14–18,Moderate,False,False
8,Female,3.5,TV,True,0.51,"Poor Sleep, Eye Strain",Urban,0–9,Moderate,False,False
11,Female,4.64,TV,True,0.42,Poor Sleep,Urban,10–13,High,True,True
11,Female,5.76,Smartphone,True,0.43,Poor Sleep,Urban,10–13,High,True,True
17,Female,3.66,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
11,Female,4.25,Smartphone,True,0.41,"Eye Strain, Obesity Risk",Urban,10–13,High,True,True
13,Female,7.05,Smartphone,True,0.32,"Eye Strain, Anxiety",Urban,10–13,Very High,True,True
15,Female,3.39,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
13,Male,3.71,TV,True,0.34,Poor Sleep,Urban,10–13,Moderate,False,False
18,Male,3.62,Laptop,True,0.39,Anxiety,Rural,14–18,Moderate,False,False
13,Male,6.38,Tablet,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,Very High,True,True
17,Male,5.66,Tablet,True,0.45,Poor Sleep,Rural,14–18,High,True,True
15,Female,3.67,TV,True,0.39,Obesity Risk,Urban,14–18,Moderate,False,False
15,Male,3.12,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Rural,14–18,Moderate,False,False
10,Female,3.85,Smartphone,True,0.5,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
14,Male,4.94,Laptop,True,0.3,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,High,True,True
14,Female,5.44,Smartphone,True,0.46,Poor Sleep,Rural,14–18,High,True,True
17,Male,5.9,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,High,True,True
16,Female,4.54,Smartphone,True,0.46,Eye Strain,Rural,14–18,High,True,True
14,Male,5.4,TV,True,0.31,Poor Sleep,Rural,14–18,High,True,True
12,Female,5.16,Smartphone,True,0.35,Poor Sleep,Urban,10–13,High,True,True
15,Male,3.63,TV,True,0.34,Poor Sleep,Urban,14–18,Moderate,False,False
9,Male,3.22,TV,True,0.46,"Poor Sleep, Obesity Risk",Urban,0–9,Moderate,False,False
16,Male,3.31,Smartphone,True,0.35,Anxiety,Rural,14–18,Moderate,False,False
13,Male,4.8,Smartphone,True,0.47,Obesity Risk,Rural,10–13,High,True,True
16,Female,6.47,TV,True,0.35,Poor Sleep,Urban,14–18,Very High,True,True
15,Female,5.69,TV,True,0.35,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
8,Female,4.8,Tablet,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Rural,0–9,High,True,True
17,Male,4.8,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
14,Female,3.1,Tablet,True,0.46,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
16,Female,4.44,Smartphone,True,0.47,Poor Sleep,Urban,14–18,High,True,True
18,Male,4.9,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
16,Female,5.34,Smartphone,True,0.32,Poor Sleep,Rural,14–18,High,True,True
10,Female,5.28,TV,True,0.47,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
14,Female,3.93,Smartphone,True,0.45,Poor Sleep,Urban,14–18,Moderate,False,False
16,Male,4.04,Tablet,True,0.48,Poor Sleep,Urban,14–18,High,True,True
9,Male,8.47,Tablet,True,0.44,Poor Sleep,Rural,0–9,Very High,True,True
14,Male,4.31,Smartphone,True,0.33,"Anxiety, Obesity Risk",Rural,14–18,High,True,True
14,Male,4.44,Laptop,True,0.41,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
18,Male,5.57,Smartphone,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Rural,14–18,High,True,True
16,Male,3.66,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,Moderate,False,False
15,Male,3.09,TV,True,0.42,Poor Sleep,Urban,14–18,Moderate,False,False
8,Male,5.81,Smartphone,True,0.6,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
13,Female,4.98,Smartphone,True,0.46,"Eye Strain, Obesity Risk",Rural,10–13,High,True,True
17,Male,5.82,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
13,Female,5.25,Laptop,True,0.5,"Poor Sleep, Obesity Risk",Rural,10–13,High,True,True
11,Male,4.97,TV,True,0.46,Poor Sleep,Urban,10–13,High,True,True
18,Male,4.74,Tablet,True,0.43,Poor Sleep,Urban,14–18,High,True,True
13,Female,3.54,Smartphone,True,0.31,Poor Sleep,Rural,10–13,Moderate,False,False
15,Male,4.36,Tablet,True,0.39,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
12,Male,6.04,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,10–13,Very High,True,True
10,Male,4.96,TV,True,0.53,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
13,Female,5.27,TV,True,0.44,Poor Sleep,Urban,10–13,High,True,True
15,Female,3.72,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
14,Female,4.74,TV,True,0.44,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
15,Male,4.19,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
16,Male,4.07,Smartphone,True,0.39,Anxiety,Urban,14–18,High,True,True
17,Male,5.36,Tablet,True,0.5,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
10,Male,4.35,TV,True,0.51,Anxiety,Urban,10–13,High,True,True
18,Male,5.17,Tablet,True,0.44,Obesity Risk,Urban,14–18,High,True,True
8,Female,6.31,Smartphone,True,0.54,Obesity Risk,Rural,0–9,Very High,True,True
12,Female,6.37,Smartphone,True,0.32,"Eye Strain, Anxiety, Obesity Risk",Urban,10–13,Very High,True,True
11,Female,4.09,Smartphone,True,0.38,Poor Sleep,Rural,10–13,High,True,True
16,Female,4.3,Smartphone,True,0.32,Poor Sleep,Urban,14–18,High,True,True
17,Male,3.58,Smartphone,True,0.3,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
11,Male,5.83,Smartphone,True,0.3,Anxiety,Urban,10–13,High,True,True
14,Female,5.25,Tablet,True,0.47,Poor Sleep,Urban,14–18,High,True,True
13,Male,4.07,Smartphone,True,0.44,Anxiety,Urban,10–13,High,True,True
11,Female,6.01,Smartphone,True,0.5,Poor Sleep,Urban,10–13,Very High,True,True
17,Male,5.38,Smartphone,True,0.35,"Eye Strain, Anxiety",Rural,14–18,High,True,True
9,Male,6.25,TV,True,0.56,"Poor Sleep, Eye Strain, Anxiety",Urban,0–9,Very High,True,True
8,Female,4.98,TV,True,0.56,"Poor Sleep, Anxiety",Urban,0–9,High,True,True
11,Female,5.91,Smartphone,True,0.31,Poor Sleep,Urban,10–13,High,True,True
11,Male,5.75,Smartphone,True,0.33,Poor Sleep,Urban,10–13,High,True,True
8,Female,4.85,Smartphone,True,0.54,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
13,Male,3.23,Laptop,True,0.3,Anxiety,Rural,10–13,Moderate,False,False
11,Female,5.1,TV,True,0.46,Poor Sleep,Urban,10–13,High,True,True
8,Female,6.17,Tablet,True,0.41,Poor Sleep,Rural,0–9,Very High,True,True
8,Female,7.33,TV,True,0.5,Poor Sleep,Rural,0–9,Very High,True,True
15,Male,5.5,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
17,Female,5.14,Smartphone,True,0.3,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
15,Male,5.87,Smartphone,True,0.38,"Poor Sleep, Obesity Risk",Rural,14–18,High,True,True
9,Male,8.67,TV,True,0.51,Eye Strain,Urban,0–9,Very High,True,True
14,Male,3.61,Smartphone,True,0.47,Poor Sleep,Urban,14–18,Moderate,False,False
15,Female,5.34,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
15,Female,3.53,Smartphone,True,0.5,Anxiety,Urban,14–18,Moderate,False,False
18,Female,6.08,Smartphone,True,0.44,Poor Sleep,Rural,14–18,Very High,True,True
18,Female,3.44,Laptop,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Rural,14–18,Moderate,False,False
14,Male,4.31,Laptop,True,0.49,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
16,Male,4.93,Smartphone,True,0.3,Poor Sleep,Rural,14–18,High,True,True
14,Female,4.49,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
13,Male,5.19,TV,True,0.48,Anxiety,Rural,10–13,High,True,True
9,Male,4.96,TV,True,0.55,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
8,Male,3.53,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,0–9,Moderate,False,False
14,Male,6.12,TV,True,0.44,Eye Strain,Urban,14–18,Very High,True,True
9,Female,6.84,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,0–9,Very High,True,True
9,Male,6.5,Smartphone,True,0.53,Anxiety,Urban,0–9,Very High,True,True
18,Female,3.6,Smartphone,True,0.35,Obesity Risk,Rural,14–18,Moderate,False,False
8,Female,3.67,TV,True,0.46,"Poor Sleep, Anxiety",Rural,0–9,Moderate,False,False
15,Male,5.39,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
11,Male,4.91,Smartphone,True,0.49,Poor Sleep,Urban,10–13,High,True,True
16,Male,6.41,TV,True,0.49,"Poor Sleep, Anxiety",Rural,14–18,Very High,True,True
17,Male,4.27,Smartphone,True,0.48,Poor Sleep,Rural,14–18,High,True,True
12,Female,5.58,Laptop,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,10–13,High,True,True
14,Female,3.44,Tablet,True,0.32,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
11,Female,4.22,TV,True,0.35,Anxiety,Rural,10–13,High,True,True
8,Female,3.03,TV,True,0.42,Eye Strain,Urban,0–9,Moderate,False,False
16,Male,3.89,TV,True,0.45,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
16,Female,4.56,TV,True,0.44,Poor Sleep,Rural,14–18,High,True,True
13,Male,4.14,Smartphone,True,0.46,Eye Strain,Urban,10–13,High,True,True
10,Male,5.01,Smartphone,True,0.58,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
18,Female,7.13,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,14–18,Very High,True,True
9,Female,5.11,Smartphone,True,0.44,Eye Strain,Rural,0–9,High,True,True
16,Male,4.86,Laptop,True,0.37,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
16,Male,5.94,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
16,Male,4.26,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
15,Female,4.34,Tablet,True,0.42,Eye Strain,Urban,14–18,High,True,True
15,Male,4.0,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
8,Male,5.19,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
15,Female,3.67,TV,True,0.49,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
17,Male,4.24,Smartphone,True,0.38,Poor Sleep,Rural,14–18,High,True,True
8,Male,3.79,Smartphone,True,0.51,Poor Sleep,Rural,0–9,Moderate,False,False
12,Female,7.13,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,10–13,Very High,True,True
12,Male,4.09,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
14,Male,5.92,Laptop,True,0.3,Poor Sleep,Rural,14–18,High,True,True
15,Male,3.05,TV,True,0.35,"Poor Sleep, Obesity Risk",Rural,14–18,Moderate,False,False
13,Female,7.02,Smartphone,True,0.42,Poor Sleep,Urban,10–13,Very High,True,True
9,Male,4.59,TV,True,0.48,Poor Sleep,Urban,0–9,High,True,True
13,Female,5.96,TV,True,0.48,Poor Sleep,Rural,10–13,High,True,True
10,Female,4.68,TV,True,0.51,"Anxiety, Obesity Risk",Urban,10–13,High,True,True
16,Male,3.2,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
8,Female,4.53,TV,True,0.42,Poor Sleep,Urban,0–9,High,True,True
10,Male,5.92,Smartphone,True,0.5,Poor Sleep,Urban,10–13,High,True,True
10,Male,4.94,Tablet,True,0.52,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
18,Male,5.69,Smartphone,True,0.43,Poor Sleep,Urban,14–18,High,True,True
10,Female,4.85,Smartphone,True,0.47,Poor Sleep,Urban,10–13,High,True,True
15,Female,5.57,Smartphone,True,0.36,Poor Sleep,Urban,14–18,High,True,True
14,Female,3.79,TV,True,0.36,Poor Sleep,Urban,14–18,Moderate,False,False
18,Female,4.26,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
9,Female,5.71,Smartphone,True,0.56,Poor Sleep,Rural,0–9,High,True,True
13,Female,4.26,Smartphone,True,0.39,Poor Sleep,Rural,10–13,High,True,True
14,Male,3.76,Tablet,True,0.46,Anxiety,Urban,14–18,Moderate,False,False
12,Male,5.44,Smartphone,True,0.36,Poor Sleep,Urban,10–13,High,True,True
11,Male,6.01,Smartphone,True,0.36,Poor Sleep,Urban,10–13,Very High,True,True
11,Male,3.18,Tablet,True,0.34,Eye Strain,Urban,10–13,Moderate,False,False
17,Male,3.58,TV,True,0.49,Eye Strain,Rural,14–18,Moderate,False,False
8,Male,3.22,TV,True,0.44,Poor Sleep,Rural,0–9,Moderate,False,False
11,Male,4.91,TV,True,0.41,"Poor Sleep, Obesity Risk",Rural,10–13,High,True,True
17,Male,5.39,Smartphone,True,0.48,Poor Sleep,Urban,14–18,High,True,True
16,Female,4.93,TV,True,0.35,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
11,Male,5.7,Tablet,True,0.46,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
10,Female,7.27,Tablet,True,0.42,Obesity Risk,Rural,10–13,Very High,True,True
10,Female,6.47,TV,True,0.59,"Poor Sleep, Anxiety",Urban,10–13,Very High,True,True
15,Female,3.71,Laptop,True,0.32,Poor Sleep,Rural,14–18,Moderate,False,False
15,Male,3.48,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
8,Male,9.94,TV,True,0.54,Poor Sleep,Urban,0–9,Very High,True,True
17,Male,4.13,Smartphone,True,0.3,Anxiety,Rural,14–18,High,True,True
15,Male,5.21,Laptop,True,0.39,Eye Strain,Urban,14–18,High,True,True
15,Female,4.75,Laptop,True,0.41,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
9,Male,6.89,Smartphone,True,0.47,Poor Sleep,Urban,0–9,Very High,True,True
11,Female,7.05,Smartphone,True,0.44,Eye Strain,Urban,10–13,Very High,True,True
13,Male,3.89,Smartphone,True,0.43,"Poor Sleep, Anxiety",Rural,10–13,Moderate,False,False
18,Female,3.21,TV,True,0.37,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
16,Male,3.04,TV,True,0.4,Poor Sleep,Urban,14–18,Moderate,False,False
15,Male,4.39,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
15,Male,4.41,Tablet,True,0.39,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
14,Male,6.29,Smartphone,True,0.43,"Poor Sleep, Anxiety",Urban,14–18,Very High,True,True
10,Male,4.66,TV,True,0.56,Poor Sleep,Urban,10–13,High,True,True
17,Male,5.2,Smartphone,True,0.41,Poor Sleep,Urban,14–18,High,True,True
13,Female,6.18,Smartphone,True,0.31,Poor Sleep,Urban,10–13,Very High,True,True
17,Female,6.21,Smartphone,True,0.41,"Poor Sleep, Anxiety, Obesity Risk",Urban,14–18,Very High,True,True
16,Male,4.27,Laptop,True,0.4,Poor Sleep,Urban,14–18,High,True,True
17,Female,4.36,TV,True,0.35,Poor Sleep,Urban,14–18,High,True,True
11,Female,6.09,TV,True,0.35,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
15,Female,4.34,Smartphone,True,0.38,Anxiety,Urban,14–18,High,True,True
17,Male,3.06,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
10,Female,3.39,TV,True,0.44,"Poor Sleep, Eye Strain",Rural,10–13,Moderate,False,False
10,Male,4.23,Smartphone,True,0.54,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
12,Male,4.35,Smartphone,True,0.39,Eye Strain,Urban,10–13,High,True,True
18,Female,3.52,Laptop,True,0.33,Poor Sleep,Urban,14–18,Moderate,False,False
12,Female,3.45,Smartphone,True,0.4,"Anxiety, Obesity Risk",Urban,10–13,Moderate,False,False
17,Male,3.25,Laptop,True,0.47,Poor Sleep,Urban,14–18,Moderate,False,False
9,Male,7.73,Smartphone,True,0.59,"Poor Sleep, Anxiety",Rural,0–9,Very High,True,True
14,Male,3.58,Smartphone,True,0.37,Poor Sleep,Urban,14–18,Moderate,False,False
9,Male,3.52,Smartphone,True,0.43,"Poor Sleep, Anxiety",Urban,0–9,Moderate,False,False
11,Female,3.73,Smartphone,True,0.3,Poor Sleep,Urban,10–13,Moderate,False,False
14,Male,5.47,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
8,Female,9.33,Smartphone,True,0.4,Poor Sleep,Rural,0–9,Very High,True,True
13,Male,3.93,Laptop,True,0.5,"Poor Sleep, Anxiety",Urban,10–13,Moderate,False,False
16,Female,5.01,TV,True,0.35,Eye Strain,Urban,14–18,High,True,True
9,Male,3.93,Tablet,True,0.57,"Poor Sleep, Obesity Risk",Urban,0–9,Moderate,False,False
10,Female,4.61,TV,True,0.57,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
17,Male,4.16,Smartphone,True,0.37,Eye Strain,Urban,14–18,High,True,True
12,Female,3.34,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
16,Female,3.54,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
11,Male,4.15,Smartphone,True,0.5,Poor Sleep,Urban,10–13,High,True,True
13,Female,7.05,Tablet,True,0.45,"Poor Sleep, Anxiety",Rural,10–13,Very High,True,True
12,Female,5.74,Smartphone,True,0.38,Eye Strain,Urban,10–13,High,True,True
8,Male,6.98,Smartphone,True,0.59,Poor Sleep,Urban,0–9,Very High,True,True
11,Male,5.31,Laptop,True,0.38,Poor Sleep,Urban,10–13,High,True,True
13,Male,4.34,Laptop,True,0.33,Anxiety,Urban,10–13,High,True,True
17,Male,3.96,Smartphone,True,0.41,Poor Sleep,Rural,14–18,Moderate,False,False
17,Female,7.15,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Rural,14–18,Very High,True,True
11,Female,4.6,Smartphone,True,0.46,Poor Sleep,Urban,10–13,High,True,True
16,Male,3.24,Smartphone,True,0.47,Poor Sleep,Urban,14–18,Moderate,False,False
16,Male,4.57,Tablet,True,0.36,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
17,Female,6.79,Smartphone,True,0.31,Anxiety,Urban,14–18,Very High,True,True
12,Female,5.6,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
13,Female,4.85,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
18,Female,4.71,Laptop,True,0.42,Eye Strain,Urban,14–18,High,True,True
14,Male,4.46,Tablet,True,0.44,"Eye Strain, Obesity Risk",Rural,14–18,High,True,True
9,Male,7.04,Tablet,True,0.57,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,Very High,True,True
12,Male,4.69,Tablet,True,0.5,Poor Sleep,Urban,10–13,High,True,True
10,Male,7.69,TV,True,0.46,Poor Sleep,Urban,10–13,Very High,True,True
13,Male,4.88,Smartphone,True,0.35,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
15,Female,6.67,Tablet,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Rural,14–18,Very High,True,True
14,Female,3.33,Smartphone,True,0.4,Eye Strain,Urban,14–18,Moderate,False,False
15,Female,3.08,Tablet,True,0.32,Poor Sleep,Urban,14–18,Moderate,False,False
9,Male,7.27,TV,True,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban,0–9,Very High,True,True
17,Female,3.57,TV,True,0.4,Poor Sleep,Urban,14–18,Moderate,False,False
16,Male,6.42,TV,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,Very High,True,True
11,Male,4.75,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
15,Female,6.09,Laptop,True,0.36,"Poor Sleep, Anxiety",Urban,14–18,Very High,True,True
14,Female,3.82,Smartphone,True,0.3,Obesity Risk,Urban,14–18,Moderate,False,False
18,Male,4.03,TV,True,0.42,Poor Sleep,Urban,14–18,High,True,True
12,Male,4.91,Smartphone,True,0.42,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
17,Female,4.77,TV,True,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,14–18,High,True,True
12,Male,4.53,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
14,Female,6.47,Smartphone,True,0.31,Poor Sleep,Rural,14–18,Very High,True,True
15,Male,6.34,TV,True,0.31,"Poor Sleep, Anxiety",Urban,14–18,Very High,True,True
18,Male,4.49,Laptop,True,0.35,Poor Sleep,Urban,14–18,High,True,True
12,Male,5.33,Tablet,True,0.36,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
18,Female,5.23,TV,True,0.47,Anxiety,Rural,14–18,High,True,True
8,Male,4.75,Tablet,True,0.58,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
15,Female,6.18,Tablet,True,0.43,Poor Sleep,Urban,14–18,Very High,True,True
10,Male,5.56,Smartphone,True,0.4,Poor Sleep,Urban,10–13,High,True,True
14,Male,5.93,Smartphone,True,0.38,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
15,Female,3.69,Smartphone,True,0.49,Poor Sleep,Rural,14–18,Moderate,False,False
17,Female,3.98,Smartphone,True,0.48,Anxiety,Urban,14–18,Moderate,False,False
16,Male,4.79,TV,True,0.48,"Poor Sleep, Anxiety, Obesity Risk",Rural,14–18,High,True,True
14,Male,6.72,Smartphone,True,0.47,Poor Sleep,Urban,14–18,Very High,True,True
12,Male,5.12,Laptop,True,0.37,"Eye Strain, Obesity Risk",Urban,10–13,High,True,True
15,Male,3.22,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,14–18,Moderate,False,False
9,Female,4.64,Tablet,True,0.51,Poor Sleep,Rural,0–9,High,True,True
11,Female,4.09,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,10–13,High,True,True
14,Female,5.0,TV,True,0.38,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
13,Female,4.68,Smartphone,True,0.36,Poor Sleep,Urban,10–13,High,True,True
15,Male,6.5,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Urban,14–18,Very High,True,True
12,Female,5.88,Laptop,True,0.38,Poor Sleep,Urban,10–13,High,True,True
17,Female,6.26,Smartphone,True,0.33,Eye Strain,Urban,14–18,Very High,True,True
17,Male,4.31,TV,True,0.47,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
12,Male,4.8,Laptop,True,0.32,Poor Sleep,Urban,10–13,High,True,True
8,Female,4.15,Smartphone,True,0.43,Poor Sleep,Urban,0–9,High,True,True
13,Male,3.2,Laptop,True,0.38,"Eye Strain, Anxiety",Urban,10–13,Moderate,False,False
15,Male,3.6,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
13,Female,5.62,TV,True,0.38,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
17,Female,6.3,TV,True,0.31,"Eye Strain, Obesity Risk",Urban,14–18,Very High,True,True
13,Male,4.41,Tablet,True,0.35,Poor Sleep,Rural,10–13,High,True,True
8,Male,8.52,Tablet,True,0.41,"Poor Sleep, Anxiety",Urban,0–9,Very High,True,True
13,Female,4.25,TV,True,0.35,Poor Sleep,Urban,10–13,High,True,True
15,Male,4.32,Tablet,True,0.45,Poor Sleep,Urban,14–18,High,True,True
18,Male,6.54,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,Very High,True,True
8,Female,9.4,Smartphone,True,0.54,"Eye Strain, Obesity Risk",Urban,0–9,Very High,True,True
12,Male,4.89,TV,True,0.39,"Poor Sleep, Anxiety",Rural,10–13,High,True,True
15,Male,6.34,TV,True,0.47,"Poor Sleep, Anxiety",Urban,14–18,Very High,True,True
13,Female,4.7,Smartphone,True,0.41,Anxiety,Urban,10–13,High,True,True
