Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
13,Male,4.05,Smartphone,TRUE,0.49,Obesity Risk,Urban
8,Female,4.78,TV,TRUE,0.59,Poor Sleep,Urban
17,Male,4.38,Smartphone,TRUE,0.44,"Poor Sleep, Obesity Risk",Urban
11,Female,4.77,Smartphone,TRUE,0.38,Eye Strain,Urban
13,Male,3.97,Smartphone,TRUE,0.39,Poor Sleep,Urban
16,Male,3.4,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain",Rural
18,Female,7.21,Smartphone,TRUE,0.36,Poor Sleep,Urban
18,Female,4.71,Smartphone,TRUE,0.5,None,Rural
9,Female,0.22,Smartphone,FALSE,0.51,None,Urban
18,Female,5.07,TV,TRUE,0.4,Poor Sleep,Urban
14,Male,4.74,Laptop,TRUE,0.35,Eye Strain,Urban
13,Female,4.37,Smartphone,TRUE,0.45,Poor Sleep,Urban
9,Male,6.41,Tablet,TRUE,0.4,None,Urban
15,Male,4.71,Tablet,TRUE,0.45,None,Urban
14,Male,3.53,Laptop,TRUE,0.47,"Poor Sleep, Anxiety",Rural
18,Female,5.69,Tablet,TRUE,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban
12,Male,5.89,Smartphone,TRUE,0.42,"Eye Strain, Obesity Risk",Urban
12,Female,5.56,Smartphone,TRUE,0.33,Poor Sleep,Urban
14,Female,3.16,TV,TRUE,0.37,None,Urban
16,Female,6.05,Smartphone,TRUE,0.39,"Poor Sleep, Obesity Risk",Urban
18,Male,6.08,TV,TRUE,0.5,Anxiety,Rural
16,Female,2.65,Laptop,FALSE,0.33,None,Urban
16,Male,5.02,Laptop,TRUE,0.45,Poor Sleep,Urban
13,Male,6.55,Tablet,TRUE,0.34,Poor Sleep,Rural
17,Male,2.88,Smartphone,FALSE,0.36,None,Urban
13,Female,4.3,Tablet,TRUE,0.41,None,Urban
10,Male,6.32,Tablet,TRUE,0.51,"Poor Sleep, Eye Strain",Rural
8,Male,1.43,Smartphone,FALSE,0.49,None,Urban
14,Male,3.39,TV,TRUE,0.4,Poor Sleep,Rural
11,Male,5.73,Smartphone,TRUE,0.34,Poor Sleep,Urban
8,Male,3.23,Tablet,TRUE,0.45,"Poor Sleep, Eye Strain, Anxiety",Rural
15,Female,4.6,TV,TRUE,0.32,None,Rural
13,Female,5.44,Smartphone,TRUE,0.32,"Poor Sleep, Obesity Risk",Urban
13,Male,4.71,TV,TRUE,0.41,Poor Sleep,Rural
9,Male,4.2,Tablet,TRUE,0.5,Anxiety,Urban
8,Male,6.48,TV,TRUE,0.4,Poor Sleep,Urban
9,Female,4.37,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain",Urban
11,Female,3.43,Smartphone,TRUE,0.33,Eye Strain,Urban
9,Female,3.09,Smartphone,TRUE,0.53,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,4.04,Tablet,TRUE,0.41,"Poor Sleep, Anxiety",Urban
14,Female,3.67,Smartphone,TRUE,0.41,Eye Strain,Urban
18,Male,3.31,Smartphone,TRUE,0.3,"Poor Sleep, Anxiety",Rural
18,Male,4.55,Tablet,TRUE,0.49,Poor Sleep,Urban
15,Female,3.03,Tablet,TRUE,0.48,"Poor Sleep, Eye Strain",Rural
13,Female,2.08,Laptop,FALSE,0.34,None,Rural
11,Female,2.41,Smartphone,FALSE,0.45,None,Urban
13,Female,4.13,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10,Male,2.94,Smartphone,TRUE,0.41,None,Urban
15,Male,3.86,Smartphone,TRUE,0.33,Poor Sleep,Urban
17,Female,4.93,Laptop,TRUE,0.46,None,Urban
9,Female,0.19,TV,FALSE,0.49,None,Urban
12,Male,3.29,Smartphone,TRUE,0.44,"Eye Strain, Anxiety",Urban
8,Male,3.83,Tablet,TRUE,0.48,Poor Sleep,Urban
13,Female,5.78,TV,TRUE,0.44,None,Urban
9,Female,3.57,Smartphone,TRUE,0.56,"Poor Sleep, Anxiety",Urban
11,Female,5.08,TV,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
13,Female,5.97,TV,TRUE,0.35,"Poor Sleep, Anxiety",Urban
17,Female,5.15,Smartphone,TRUE,0.43,Poor Sleep,Urban
18,Male,4.89,Smartphone,TRUE,0.34,None,Urban
15,Female,4.64,Smartphone,TRUE,0.48,None,Urban
15,Female,3.09,TV,TRUE,0.41,Eye Strain,Urban
18,Female,3.27,Smartphone,TRUE,0.32,None,Urban
13,Male,6.05,Laptop,TRUE,0.32,"Poor Sleep, Anxiety",Urban
11,Male,3.19,TV,TRUE,0.34,None,Urban
15,Female,3.67,TV,TRUE,0.49,"Poor Sleep, Obesity Risk",Rural
15,Male,5.98,Smartphone,TRUE,0.32,None,Urban
17,Female,3.03,Smartphone,TRUE,0.34,None,Urban
8,Male,4.09,Tablet,TRUE,0.44,Poor Sleep,Rural
11,Female,4.26,TV,TRUE,0.32,"Poor Sleep, Anxiety",Urban
11,Male,5.15,Smartphone,TRUE,0.46,None,Rural
14,Male,3.99,Laptop,TRUE,0.46,None,Urban
18,Female,4.3,Smartphone,TRUE,0.48,Eye Strain,Rural
14,Male,3.05,Laptop,TRUE,0.3,"Poor Sleep, Anxiety",Rural
18,Female,5.22,Smartphone,TRUE,0.34,"Eye Strain, Anxiety",Rural
15,Female,6.67,Smartphone,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
18,Male,3.43,Smartphone,TRUE,0.45,Poor Sleep,Urban
12,Female,3.7,Smartphone,TRUE,0.48,"Eye Strain, Obesity Risk",Urban
14,Male,1.87,Laptop,FALSE,0.39,None,Urban
15,Male,4.52,Smartphone,TRUE,0.43,Poor Sleep,Rural
16,Female,4.05,Smartphone,TRUE,0.31,"Poor Sleep, Obesity Risk",Urban
10,Female,2.96,Smartphone,TRUE,0.52,None,Urban
10,Female,0,TV,FALSE,0.55,None,Urban
11,Male,5.97,Smartphone,TRUE,0.37,None,Urban
12,Female,2.17,TV,FALSE,0.34,None,Urban
17,Male,3.87,Laptop,TRUE,0.34,Eye Strain,Urban
8,Male,2.73,TV,TRUE,0.56,None,Urban
14,Female,3.61,Smartphone,TRUE,0.36,"Anxiety, Obesity Risk",Urban
16,Female,5.26,TV,TRUE,0.5,"Poor Sleep, Eye Strain",Rural
15,Male,1.55,Laptop,FALSE,0.5,None,Rural
12,Male,4.23,Smartphone,TRUE,0.35,Poor Sleep,Urban
11,Female,5.41,Laptop,TRUE,0.4,None,Rural
14,Male,5.01,Tablet,TRUE,0.37,Poor Sleep,Urban
12,Female,4.24,Smartphone,TRUE,0.41,Poor Sleep,Urban
14,Male,4.76,Smartphone,TRUE,0.43,Poor Sleep,Urban
8,Female,0.37,TV,FALSE,0.53,None,Rural
8,Female,4.23,Smartphone,TRUE,0.57,"Poor Sleep, Obesity Risk",Urban
17,Female,5.19,Smartphone,TRUE,0.33,None,Urban
10,Male,4.51,TV,TRUE,0.48,Poor Sleep,Rural
18,Male,5,Tablet,TRUE,0.49,Poor Sleep,Urban
9,Male,1.7,Smartphone,FALSE,0.52,None,Rural
9,Female,4.48,Smartphone,TRUE,0.55,"Eye Strain, Anxiety, Obesity Risk",Rural
14,Female,3.63,Tablet,TRUE,0.36,"Poor Sleep, Anxiety",Urban
17,Male,3.71,Tablet,TRUE,0.48,"Eye Strain, Anxiety",Urban
9,Male,8.48,Smartphone,TRUE,0.45,Poor Sleep,Urban
18,Male,2.58,Laptop,FALSE,0.42,None,Urban
11,Male,3.97,Laptop,TRUE,0.3,Poor Sleep,Rural
9,Female,2.43,Smartphone,TRUE,0.56,None,Urban
13,Female,4.47,Laptop,TRUE,0.36,None,Rural
15,Female,4.44,TV,TRUE,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,4.46,Smartphone,TRUE,0.31,Poor Sleep,Urban
11,Male,4.76,Smartphone,TRUE,0.36,"Poor Sleep, Obesity Risk",Urban
12,Male,5.64,Smartphone,TRUE,0.31,None,Rural
11,Male,3.6,TV,TRUE,0.4,Eye Strain,Rural
10,Female,7.16,TV,TRUE,0.48,Poor Sleep,Urban
12,Male,3.45,Smartphone,TRUE,0.44,Eye Strain,Rural
16,Female,4.44,Laptop,TRUE,0.34,Poor Sleep,Urban
15,Female,3.34,Laptop,TRUE,0.31,Poor Sleep,Rural
15,Male,5.89,Laptop,TRUE,0.5,None,Rural
15,Female,2.16,Smartphone,FALSE,0.37,None,Urban
15,Female,6.75,Smartphone,TRUE,0.31,Obesity Risk,Rural
14,Female,5.37,Smartphone,TRUE,0.4,"Poor Sleep, Obesity Risk",Rural
15,Female,2.76,Laptop,FALSE,0.44,None,Urban
18,Female,4.14,TV,TRUE,0.49,Poor Sleep,Urban
15,Female,5.5,TV,TRUE,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban
15,Male,3.74,Smartphone,TRUE,0.36,Obesity Risk,Rural
17,Male,6.68,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14,Male,3.08,Smartphone,TRUE,0.35,Eye Strain,Rural
8,Female,3.5,TV,TRUE,0.51,"Poor Sleep, Eye Strain",Urban
11,Female,4.64,TV,TRUE,0.42,Poor Sleep,Urban
11,Female,5.76,Smartphone,TRUE,0.43,Poor Sleep,Urban
12,Female,2.86,Smartphone,FALSE,0.37,None,Urban
17,Female,3.66,Smartphone,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
13,Male,2.55,TV,FALSE,0.31,None,Urban
11,Female,4.25,Smartphone,TRUE,0.41,"Eye Strain, Obesity Risk",Urban
9,Female,0.89,Tablet,FALSE,0.6,None,Rural
13,Female,7.05,Smartphone,TRUE,0.32,"Eye Strain, Anxiety",Urban
15,Female,3.39,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain",Urban
15,Male,3.99,Smartphone,TRUE,0.48,None,Urban
14,Female,1.64,Laptop,FALSE,0.44,None,Rural
13,Male,3.71,TV,TRUE,0.34,Poor Sleep,Urban
9,Male,0,TV,FALSE,0.47,None,Urban
14,Female,5.03,Laptop,TRUE,0.49,None,Urban
18,Male,3.62,Laptop,TRUE,0.39,Anxiety,Rural
12,Female,3.73,Tablet,TRUE,0.44,None,Urban
13,Male,6.38,Tablet,TRUE,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,5.66,Tablet,TRUE,0.45,Poor Sleep,Rural
15,Female,3.67,TV,TRUE,0.39,Obesity Risk,Urban
15,Male,3.12,Smartphone,TRUE,0.49,"Poor Sleep, Obesity Risk",Rural
10,Female,3.85,Smartphone,TRUE,0.5,"Poor Sleep, Eye Strain",Urban
14,Male,4.94,Laptop,TRUE,0.3,"Poor Sleep, Eye Strain, Obesity Risk",Urban
8,Female,0,Smartphone,FALSE,0.51,None,Rural
8,Female,0,Tablet,FALSE,0.44,None,Urban
14,Female,5.44,Smartphone,TRUE,0.46,Poor Sleep,Rural
17,Male,5.9,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural
16,Female,4.54,Smartphone,TRUE,0.46,Eye Strain,Rural
14,Male,5.4,TV,TRUE,0.31,Poor Sleep,Rural
17,Female,3.88,Smartphone,TRUE,0.38,None,Rural
12,Female,5.16,Smartphone,TRUE,0.35,Poor Sleep,Urban
15,Male,3.63,TV,TRUE,0.34,Poor Sleep,Urban
9,Male,3.22,TV,TRUE,0.46,"Poor Sleep, Obesity Risk",Urban
16,Male,3.31,Smartphone,TRUE,0.35,Anxiety,Rural
13,Male,4.8,Smartphone,TRUE,0.47,Obesity Risk,Rural
16,Female,6.47,TV,TRUE,0.35,Poor Sleep,Urban
9,Male,0.4,TV,FALSE,0.42,None,Urban
10,Female,0,TV,FALSE,0.52,None,Rural
15,Female,5.69,TV,TRUE,0.35,"Poor Sleep, Obesity Risk",Urban
8,Female,4.8,Tablet,TRUE,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Rural
17,Male,4.8,Smartphone,TRUE,0.35,"Poor Sleep, Eye Strain",Urban
14,Female,3.1,Tablet,TRUE,0.46,"Poor Sleep, Eye Strain, Anxiety",Rural
14,Female,2.93,Tablet,FALSE,0.38,None,Rural
8,Female,2.37,Smartphone,TRUE,0.55,None,Urban
16,Female,4.44,Smartphone,TRUE,0.47,Poor Sleep,Urban
15,Female,2.82,Smartphone,FALSE,0.42,None,Urban
11,Female,5.23,Smartphone,TRUE,0.44,None,Urban
17,Female,2.73,Smartphone,FALSE,0.4,None,Rural
18,Male,4.9,Smartphone,TRUE,0.39,"Poor Sleep, Obesity Risk",Urban
12,Female,4.94,Smartphone,TRUE,0.35,None,Urban
9,Female,0,Smartphone,FALSE,0.4,None,Rural
16,Female,5.34,Smartphone,TRUE,0.32,Poor Sleep,Rural
13,Male,5.49,TV,TRUE,0.33,None,Urban
10,Female,5.28,TV,TRUE,0.47,"Poor Sleep, Anxiety",Urban
14,Female,3.93,Smartphone,TRUE,0.45,Poor Sleep,Urban
16,Male,4.04,Tablet,TRUE,0.48,Poor Sleep,Urban
10,Male,1.71,Tablet,FALSE,0.44,None,Rural
9,Male,8.47,Tablet,TRUE,0.44,Poor Sleep,Rural
14,Male,4.31,Smartphone,TRUE,0.33,"Anxiety, Obesity Risk",Rural
14,Male,4.44,Laptop,TRUE,0.41,"Poor Sleep, Anxiety",Urban
11,Female,2.27,Smartphone,FALSE,0.48,None,Urban
18,Male,5.57,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Rural
16,Male,3.66,Smartphone,TRUE,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban
15,Male,3.09,TV,TRUE,0.42,Poor Sleep,Urban
8,Male,0,Tablet,FALSE,0.56,None,Rural
8,Male,5.81,Smartphone,TRUE,0.6,"Poor Sleep, Eye Strain",Urban
12,Female,4.95,Smartphone,TRUE,0.35,None,Rural
13,Female,4.98,Smartphone,TRUE,0.46,"Eye Strain, Obesity Risk",Rural
10,Male,0.45,TV,FALSE,0.57,None,Rural
16,Male,5.79,Smartphone,TRUE,0.31,None,Urban
17,Male,5.82,Smartphone,TRUE,0.37,"Poor Sleep, Anxiety",Urban
13,Female,5.25,Laptop,TRUE,0.5,"Poor Sleep, Obesity Risk",Rural
11,Male,4.97,TV,TRUE,0.46,Poor Sleep,Urban
14,Male,2.44,TV,FALSE,0.48,None,Urban
15,Female,3.73,Smartphone,TRUE,0.43,None,Urban
16,Female,2.95,TV,FALSE,0.46,None,Urban
18,Male,4.74,Tablet,TRUE,0.43,Poor Sleep,Urban
13,Male,2.77,TV,FALSE,0.5,None,Rural
13,Female,3.54,Smartphone,TRUE,0.31,Poor Sleep,Rural
15,Male,4.36,Tablet,TRUE,0.39,"Poor Sleep, Anxiety",Urban
12,Male,6.04,Laptop,TRUE,0.49,"Poor Sleep, Anxiety",Urban
10,Female,1.91,Tablet,FALSE,0.6,None,Urban
10,Male,4.96,TV,TRUE,0.53,"Poor Sleep, Anxiety",Rural
13,Male,4.85,Smartphone,TRUE,0.39,None,Urban
9,Male,2.4,Tablet,TRUE,0.55,None,Urban
13,Female,1.87,TV,FALSE,0.44,None,Urban
13,Female,5.27,TV,TRUE,0.44,Poor Sleep,Urban
15,Female,3.72,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
14,Female,4.74,TV,TRUE,0.44,"Poor Sleep, Anxiety",Urban
15,Male,4.19,Smartphone,TRUE,0.49,"Poor Sleep, Obesity Risk",Urban
16,Male,4.07,Smartphone,TRUE,0.39,Anxiety,Urban
13,Male,3.38,Laptop,TRUE,0.39,None,Urban
10,Female,0,Smartphone,FALSE,0.55,None,Urban
17,Male,5.36,Tablet,TRUE,0.5,"Poor Sleep, Eye Strain",Rural
10,Male,4.35,TV,TRUE,0.51,Anxiety,Urban
18,Male,5.17,Tablet,TRUE,0.44,Obesity Risk,Urban
8,Female,6.31,Smartphone,TRUE,0.54,Obesity Risk,Rural
18,Female,3.31,Tablet,TRUE,0.49,None,Rural
12,Female,6.37,Smartphone,TRUE,0.32,"Eye Strain, Anxiety, Obesity Risk",Urban
11,Female,4.09,Smartphone,TRUE,0.38,Poor Sleep,Rural
16,Female,4.3,Smartphone,TRUE,0.32,Poor Sleep,Urban
16,Male,1.81,Smartphone,FALSE,0.41,None,Urban
12,Female,3.58,Tablet,TRUE,0.47,None,Urban
17,Male,3.58,Smartphone,TRUE,0.3,"Poor Sleep, Anxiety",Urban
11,Male,5.83,Smartphone,TRUE,0.3,Anxiety,Urban
14,Female,5.25,Tablet,TRUE,0.47,Poor Sleep,Urban
13,Male,4.07,Smartphone,TRUE,0.44,Anxiety,Urban
11,Female,6.01,Smartphone,TRUE,0.5,Poor Sleep,Urban
17,Male,5.38,Smartphone,TRUE,0.35,"Eye Strain, Anxiety",Rural
9,Male,6.25,TV,TRUE,0.56,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,4.98,TV,TRUE,0.56,"Poor Sleep, Anxiety",Urban
11,Female,5.91,Smartphone,TRUE,0.31,Poor Sleep,Urban
11,Male,5.75,Smartphone,TRUE,0.33,Poor Sleep,Urban
8,Female,4.85,Smartphone,TRUE,0.54,"Poor Sleep, Eye Strain",Urban
13,Male,3.23,Laptop,TRUE,0.3,Anxiety,Rural
11,Female,5.1,TV,TRUE,0.46,Poor Sleep,Urban
8,Female,6.17,Tablet,TRUE,0.41,Poor Sleep,Rural
8,Female,7.33,TV,TRUE,0.5,Poor Sleep,Rural
8,Male,1.56,TV,FALSE,0.55,None,Urban
15,Male,5.5,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain",Urban
17,Female,5.14,Smartphone,TRUE,0.3,"Poor Sleep, Anxiety",Rural
15,Male,5.87,Smartphone,TRUE,0.38,"Poor Sleep, Obesity Risk",Rural
9,Male,8.67,TV,TRUE,0.51,Eye Strain,Urban
18,Male,3.08,Smartphone,TRUE,0.38,None,Rural
14,Male,3.61,Smartphone,TRUE,0.47,Poor Sleep,Urban
15,Female,5.34,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
15,Female,3.53,Smartphone,TRUE,0.5,Anxiety,Urban
18,Female,6.08,Smartphone,TRUE,0.44,Poor Sleep,Rural
17,Female,6.26,Smartphone,TRUE,0.45,None,Rural
18,Female,3.44,Laptop,TRUE,0.41,"Poor Sleep, Eye Strain, Anxiety",Rural
14,Male,4.31,Laptop,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
12,Male,2.69,TV,FALSE,0.46,None,Urban
8,Female,2.73,Tablet,TRUE,0.59,None,Urban
16,Male,4.93,Smartphone,TRUE,0.3,Poor Sleep,Rural
14,Female,4.49,Laptop,TRUE,0.49,"Poor Sleep, Anxiety",Urban
9,Female,2.42,Tablet,TRUE,0.5,None,Rural
13,Male,5.19,TV,TRUE,0.48,Anxiety,Rural
9,Male,4.96,TV,TRUE,0.55,"Poor Sleep, Eye Strain",Urban
8,Male,3.53,TV,TRUE,0.43,"Poor Sleep, Eye Strain",Rural
14,Male,6.12,TV,TRUE,0.44,Eye Strain,Urban
9,Female,6.84,Smartphone,TRUE,0.44,"Poor Sleep, Obesity Risk",Rural
9,Male,6.5,Smartphone,TRUE,0.53,Anxiety,Urban
18,Female,3.6,Smartphone,TRUE,0.35,Obesity Risk,Rural
12,Male,4.83,Smartphone,TRUE,0.31,None,Urban
12,Male,2.67,TV,FALSE,0.32,None,Rural
14,Male,3.03,Smartphone,TRUE,0.39,None,Rural
8,Female,3.67,TV,TRUE,0.46,"Poor Sleep, Anxiety",Rural
15,Male,5.39,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
10,Male,2.32,Smartphone,TRUE,0.43,None,Urban
11,Male,4.91,Smartphone,TRUE,0.49,Poor Sleep,Urban
16,Male,6.41,TV,TRUE,0.49,"Poor Sleep, Anxiety",Rural
11,Female,2.83,Smartphone,FALSE,0.43,None,Urban
17,Male,4.27,Smartphone,TRUE,0.48,Poor Sleep,Rural
12,Female,5.58,Laptop,TRUE,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14,Female,3.44,Tablet,TRUE,0.32,"Poor Sleep, Anxiety",Urban
11,Female,4.22,TV,TRUE,0.35,Anxiety,Rural
8,Female,3.03,TV,TRUE,0.42,Eye Strain,Urban
16,Male,3.89,TV,TRUE,0.45,"Poor Sleep, Anxiety",Urban
11,Male,4.48,Smartphone,TRUE,0.48,None,Rural
16,Female,4.56,TV,TRUE,0.44,Poor Sleep,Rural
13,Male,4.14,Smartphone,TRUE,0.46,Eye Strain,Urban
8,Female,1.49,Smartphone,FALSE,0.43,None,Urban
10,Male,5.01,Smartphone,TRUE,0.58,"Poor Sleep, Anxiety",Urban
18,Female,7.13,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain",Urban
9,Female,5.11,Smartphone,TRUE,0.44,Eye Strain,Rural
16,Male,4.86,Laptop,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
8,Male,1.76,Smartphone,FALSE,0.41,None,Urban
16,Male,5.94,Smartphone,TRUE,0.32,"Poor Sleep, Eye Strain",Rural
16,Male,4.26,Smartphone,TRUE,0.45,"Poor Sleep, Obesity Risk",Urban
15,Female,4.34,Tablet,TRUE,0.42,Eye Strain,Urban
15,Male,4,Laptop,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
18,Female,4.79,Smartphone,TRUE,0.43,None,Rural
8,Male,5.19,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain",Urban
18,Female,5.49,TV,TRUE,0.45,None,Urban
15,Female,3.67,TV,TRUE,0.49,"Poor Sleep, Anxiety",Urban
17,Male,4.24,Smartphone,TRUE,0.38,Poor Sleep,Rural
10,Male,0.88,Smartphone,FALSE,0.55,None,Urban
18,Male,3.51,TV,TRUE,0.3,None,Rural
14,Female,2.39,Smartphone,FALSE,0.31,None,Rural
18,Female,5.02,Smartphone,TRUE,0.36,None,Urban
8,Male,0.06,Smartphone,FALSE,0.6,None,Urban
8,Male,3.79,Smartphone,TRUE,0.51,Poor Sleep,Rural
17,Male,2.73,Laptop,FALSE,0.37,None,Rural
12,Female,7.13,Smartphone,TRUE,0.36,"Poor Sleep, Anxiety",Rural
12,Male,4.09,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain",Rural
15,Female,2.81,Laptop,FALSE,0.4,None,Urban
14,Male,5.92,Laptop,TRUE,0.3,Poor Sleep,Rural
15,Male,3.05,TV,TRUE,0.35,"Poor Sleep, Obesity Risk",Rural
13,Male,6.4,Smartphone,TRUE,0.49,None,Urban
13,Female,7.02,Smartphone,TRUE,0.42,Poor Sleep,Urban
9,Male,4.59,TV,TRUE,0.48,Poor Sleep,Urban
13,Female,5.96,TV,TRUE,0.48,Poor Sleep,Rural
12,Male,4.45,Laptop,TRUE,0.34,None,Urban
10,Female,4.68,TV,TRUE,0.51,"Anxiety, Obesity Risk",Urban
13,Female,5.58,Smartphone,TRUE,0.34,None,Rural
15,Female,2.89,TV,FALSE,0.45,None,Urban
16,Male,3.2,Laptop,TRUE,0.49,"Poor Sleep, Anxiety",Urban
8,Female,4.53,TV,TRUE,0.42,Poor Sleep,Urban
10,Male,5.92,Smartphone,TRUE,0.5,Poor Sleep,Urban
10,Male,4.94,Tablet,TRUE,0.52,"Poor Sleep, Eye Strain",Urban
18,Male,5.69,Smartphone,TRUE,0.43,Poor Sleep,Urban
15,Male,4.91,Smartphone,TRUE,0.38,None,Rural
8,Female,0,Smartphone,FALSE,0.59,None,Urban
12,Male,3.56,TV,TRUE,0.37,None,Urban
10,Female,4.85,Smartphone,TRUE,0.47,Poor Sleep,Urban
9,Female,0,TV,FALSE,0.58,None,Urban
15,Female,5.57,Smartphone,TRUE,0.36,Poor Sleep,Urban
10,Female,5.24,TV,TRUE,0.57,None,Urban
14,Female,3.79,TV,TRUE,0.36,Poor Sleep,Urban
18,Female,4.26,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain",Urban
8,Female,1.83,TV,FALSE,0.58,None,Rural
13,Male,3.24,Smartphone,TRUE,0.45,None,Rural
10,Male,2.78,TV,TRUE,0.5,None,Urban
15,Male,5.65,Smartphone,TRUE,0.49,None,Rural
13,Male,4.71,Smartphone,TRUE,0.42,None,Urban
9,Female,5.71,Smartphone,TRUE,0.56,Poor Sleep,Rural
13,Female,4.26,Smartphone,TRUE,0.39,Poor Sleep,Rural
14,Male,3.76,Tablet,TRUE,0.46,Anxiety,Urban
12,Male,5.44,Smartphone,TRUE,0.36,Poor Sleep,Urban
10,Female,1.35,TV,FALSE,0.4,None,Urban
11,Male,6.01,Smartphone,TRUE,0.36,Poor Sleep,Urban
11,Male,3.18,Tablet,TRUE,0.34,Eye Strain,Urban
13,Male,2.92,Smartphone,FALSE,0.34,None,Rural
17,Male,3.58,TV,TRUE,0.49,Eye Strain,Rural
8,Male,3.22,TV,TRUE,0.44,Poor Sleep,Rural
18,Female,4.23,TV,TRUE,0.42,None,Urban
11,Male,4.91,TV,TRUE,0.41,"Poor Sleep, Obesity Risk",Rural
17,Male,5.39,Smartphone,TRUE,0.48,Poor Sleep,Urban
11,Female,3.46,Smartphone,TRUE,0.4,None,Urban
17,Male,1.37,Smartphone,FALSE,0.36,None,Urban
8,Male,2.77,Smartphone,TRUE,0.42,None,Rural
16,Female,4.93,TV,TRUE,0.35,"Poor Sleep, Eye Strain",Rural
11,Male,5.7,Tablet,TRUE,0.46,"Poor Sleep, Anxiety",Urban
14,Female,2.21,Laptop,FALSE,0.33,None,Urban
10,Female,7.27,Tablet,TRUE,0.42,Obesity Risk,Rural
17,Male,5.34,Smartphone,TRUE,0.42,None,Rural
10,Female,6.47,TV,TRUE,0.59,"Poor Sleep, Anxiety",Urban
15,Female,3.71,Laptop,TRUE,0.32,Poor Sleep,Rural
15,Male,3.48,Smartphone,TRUE,0.37,"Poor Sleep, Anxiety",Urban
18,Female,2.1,TV,FALSE,0.33,None,Rural
8,Male,9.94,TV,TRUE,0.54,Poor Sleep,Urban
17,Male,4.13,Smartphone,TRUE,0.3,Anxiety,Rural
9,Male,2.78,Smartphone,TRUE,0.42,None,Urban
15,Female,2.65,Smartphone,FALSE,0.44,None,Rural
8,Female,1.87,TV,FALSE,0.51,None,Rural
15,Male,5.21,Laptop,TRUE,0.39,Eye Strain,Urban
15,Female,4.75,Laptop,TRUE,0.41,"Poor Sleep, Anxiety",Rural
9,Male,6.89,Smartphone,TRUE,0.47,Poor Sleep,Urban
11,Female,7.05,Smartphone,TRUE,0.44,Eye Strain,Urban
13,Male,3.89,Smartphone,TRUE,0.43,"Poor Sleep, Anxiety",Rural
18,Female,3.21,TV,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
16,Male,3.04,TV,TRUE,0.4,Poor Sleep,Urban
15,Male,4.39,Smartphone,TRUE,0.48,"Poor Sleep, Obesity Risk",Urban
15,Male,4.41,Tablet,TRUE,0.39,"Poor Sleep, Anxiety",Urban
14,Male,6.29,Smartphone,TRUE,0.43,"Poor Sleep, Anxiety",Urban
16,Male,6.33,Laptop,TRUE,0.42,None,Rural
9,Female,11.25,TV,TRUE,0.49,None,Rural
10,Male,4.66,TV,TRUE,0.56,Poor Sleep,Urban
17,Male,5.2,Smartphone,TRUE,0.41,Poor Sleep,Urban
15,Male,2.88,Smartphone,FALSE,0.42,None,Rural
13,Female,6.18,Smartphone,TRUE,0.31,Poor Sleep,Urban
17,Female,6.21,Smartphone,TRUE,0.41,"Poor Sleep, Anxiety, Obesity Risk",Urban
16,Male,4.27,Laptop,TRUE,0.4,Poor Sleep,Urban
17,Female,4.36,TV,TRUE,0.35,Poor Sleep,Urban
11,Female,6.09,TV,TRUE,0.35,"Poor Sleep, Eye Strain",Urban
